Call_ID,Call_Date,Call_Start_Time,Call_End_Time,Call_Duration_Min,Call_Reason,Call_Channel,Sentiment,CSAT_Score,SLA_Target_Min,SLA_Status,State,City,Agent_ID,Call_Center_ID
C031806,19-10-24,19-10-24 16:00,19-10-24 16:24,24,Billing Question,Chatbot,Negative,3,15,SLA Violated,CA,Los Angeles,A136,CC04
C031807,04-02-24,04-02-24 10:00,04-02-24 10:01,1,Billing Question,Chatbot,Neutral,3,15,Within SLA,IL,Chicago,A102,CC03
C031808,15-02-24,15-02-24 15:00,15-02-24 15:13,13,Power Outage,Call Center,Neutral,3,15,Within SLA,TX,Dallas,A053,CC02
C031809,25-05-24,25-05-24 16:00,25-05-24 16:06,6,Billing Question,Call Center,Neutral,5,15,Within SLA,NY,New York,A001,CC01
C031810,06-05-24,06-05-24 8:00,06-05-24 8:13,13,Payment Issue,Call Center,Neutral,4,15,Within SLA,CA,Los Angeles,A115,CC04
C031811,20-04-24,20-04-24 16:00,20-04-24 16:14,14,Power Outage,Call Center,Negative,3,15,Within SLA,CA,Los Angeles,A113,CC04
C031812,13-09-24,13-09-24 15:00,13-09-24 15:13,13,New Connection,Call Center,Positive,2,15,Within SLA,TX,Dallas,A051,CC02
C031813,03-01-24,03-01-24 13:00,03-01-24 13:04,4,New Connection,Call Center,Positive,3,15,Within SLA,TX,Dallas,A053,CC02
C031814,29-01-24,29-01-24 16:00,29-01-24 16:08,8,Billing Question,Chatbot,Negative,3,15,Within SLA,CA,Los Angeles,A126,CC04
C031815,21-05-24,21-05-24 12:00,21-05-24 12:29,29,Service Issues,Chatbot,Neutral,4,15,SLA Violated,CA,Los Angeles,A117,CC04
C031816,28-10-24,28-10-24 15:00,28-10-24 15:13,13,Service Issues,Web Form,Neutral,4,15,Within SLA,NY,New York,A021,CC01
C031817,07-05-24,07-05-24 16:00,07-05-24 16:14,14,Billing Question,Chatbot,Negative,4,15,Within SLA,NY,New York,A023,CC01
C031818,29-08-24,29-08-24 11:00,29-08-24 11:08,8,Payment Issue,Chatbot,Neutral,5,15,Within SLA,TX,Dallas,A063,CC02
C031819,23-10-24,23-10-24 15:00,23-10-24 15:16,16,Service Issues,Call Center,Negative,5,15,SLA Violated,IL,Chicago,A083,CC03
C031820,29-11-24,29-11-24 15:00,29-11-24 15:03,3,Billing Question,Call Center,Positive,3,15,Within SLA,TX,Dallas,A069,CC02
C031821,01-08-24,01-08-24 15:00,01-08-24 15:06,6,Payment Issue,Email,Neutral,3,15,Within SLA,NY,New York,A015,CC01
C031822,27-03-24,27-03-24 9:00,27-03-24 9:09,9,Billing Question,Chatbot,Positive,4,15,Within SLA,TX,Dallas,A048,CC02
C031823,27-08-24,27-08-24 11:00,27-08-24 11:12,12,Service Issues,Call Center,Neutral,4,15,Within SLA,IL,Chicago,A078,CC03
C031824,21-01-24,21-01-24 15:00,21-01-24 15:11,11,Billing Question,Call Center,Positive,2,15,Within SLA,TX,Dallas,A053,CC02
C031825,23-11-24,23-11-24 9:00,23-11-24 9:02,2,Billing Question,Call Center,Neutral,5,15,Within SLA,IL,Chicago,A101,CC03
C031826,02-11-24,02-11-24 12:00,02-11-24 12:06,6,Account Cancellation,Web Form,Negative,4,15,Within SLA,NY,New York,A016,CC01
C031827,13-02-24,13-02-24 10:00,13-02-24 10:19,19,Service Issues,Call Center,Negative,3,15,SLA Violated,TX,Dallas,A058,CC02
C031828,28-12-24,28-12-24 8:00,28-12-24 8:08,8,Billing Question,Call Center,Negative,3,15,Within SLA,TX,Dallas,A052,CC02
C031829,26-04-24,26-04-24 18:00,26-04-24 18:10,10,Payment Issue,Chatbot,Neutral,3,15,Within SLA,TX,Dallas,A060,CC02
C031830,08-06-24,08-06-24 18:00,08-06-24 18:00,0,Billing Question,Email,Positive,4,15,Within SLA,CA,Los Angeles,A117,CC04
C031831,22-12-24,22-12-24 15:00,22-12-24 15:14,14,Power Outage,Call Center,Negative,3,15,Within SLA,NY,New York,A020,CC01
C031832,07-02-24,07-02-24 16:00,07-02-24 16:09,9,Billing Question,Chatbot,Neutral,3,15,Within SLA,IL,Chicago,A095,CC03
C031833,23-02-24,23-02-24 16:00,23-02-24 16:18,18,Power Outage,Call Center,Neutral,2,15,SLA Violated,TX,Dallas,A052,CC02
C031834,05-09-24,05-09-24 18:00,05-09-24 18:11,11,Power Outage,Call Center,Neutral,5,15,Within SLA,IL,Chicago,A094,CC03
C031835,12-12-24,12-12-24 8:00,12-12-24 8:22,22,Power Outage,Call Center,Neutral,4,15,SLA Violated,NY,New York,A014,CC01
C031836,25-02-24,25-02-24 14:00,25-02-24 14:02,2,Billing Question,Call Center,Negative,3,15,Within SLA,IL,Chicago,A085,CC03
C031837,03-04-24,03-04-24 11:00,03-04-24 11:08,8,Billing Question,Call Center,Positive,3,15,Within SLA,TX,Dallas,A058,CC02
C031838,07-10-24,07-10-24 19:00,07-10-24 19:19,19,Billing Question,Call Center,Neutral,5,15,SLA Violated,TX,Dallas,A063,CC02
C031839,18-01-24,18-01-24 11:00,18-01-24 11:08,8,Billing Question,Call Center,Neutral,4,15,Within SLA,NY,New York,A009,CC01
C031840,13-06-24,13-06-24 16:00,13-06-24 16:05,5,Payment Issue,Call Center,Neutral,3,15,Within SLA,TX,Dallas,A054,CC02
C031841,16-06-24,16-06-24 15:00,16-06-24 15:01,1,Billing Question,Call Center,Negative,4,15,Within SLA,NY,New York,A003,CC01
C031842,04-03-24,04-03-24 10:00,04-03-24 10:02,2,Billing Question,Call Center,Negative,5,15,Within SLA,CA,Los Angeles,A135,CC04
C031843,11-10-24,11-10-24 19:00,11-10-24 19:05,5,Payment Issue,Call Center,Neutral,3,15,Within SLA,CA,Los Angeles,A109,CC04
C031844,24-06-24,24-06-24 13:00,24-06-24 13:13,13,New Connection,Call Center,Positive,3,15,Within SLA,TX,Dallas,A052,CC02
C031845,29-09-24,29-09-24 8:00,29-09-24 8:08,8,Account Cancellation,Email,Neutral,3,15,Within SLA,TX,Dallas,A058,CC02
C031846,25-10-24,25-10-24 14:00,25-10-24 14:06,6,Billing Question,Call Center,Positive,4,15,Within SLA,CA,Los Angeles,A116,CC04
C031847,05-08-24,05-08-24 13:00,05-08-24 13:07,7,Payment Issue,Chatbot,Neutral,4,15,Within SLA,IL,Chicago,A097,CC03
C031848,15-08-24,15-08-24 16:00,15-08-24 16:11,11,New Connection,Web Form,Neutral,4,15,Within SLA,TX,Dallas,A048,CC02
C031849,24-11-24,24-11-24 9:00,24-11-24 9:09,9,Billing Question,Call Center,Negative,3,15,Within SLA,CA,Los Angeles,A128,CC04
C031850,10-08-24,10-08-24 8:00,10-08-24 8:11,11,Service Issues,Call Center,Neutral,4,15,Within SLA,CA,Los Angeles,A120,CC04
C031851,18-03-24,18-03-24 17:00,18-03-24 17:13,13,Service Issues,Chatbot,Neutral,3,15,Within SLA,IL,Chicago,A080,CC03
C031852,18-05-24,18-05-24 14:00,18-05-24 14:19,19,Billing Question,Chatbot,Neutral,3,15,SLA Violated,TX,Dallas,A058,CC02
C031853,16-04-24,16-04-24 8:00,16-04-24 8:14,14,Power Outage,Call Center,Negative,5,15,Within SLA,TX,Dallas,A050,CC02
C031854,15-05-24,15-05-24 17:00,15-05-24 17:09,9,Billing Question,Call Center,Negative,5,15,Within SLA,TX,Dallas,A050,CC02
C031855,02-07-24,02-07-24 18:00,02-07-24 18:23,23,Service Issues,Call Center,Negative,5,15,SLA Violated,CA,Los Angeles,A106,CC04
C031856,09-03-24,09-03-24 18:00,09-03-24 18:12,12,Billing Question,Call Center,Neutral,3,15,Within SLA,TX,Dallas,A044,CC02
C031857,23-03-24,23-03-24 19:00,23-03-24 19:24,24,Service Issues,Call Center,Negative,3,15,SLA Violated,TX,Dallas,A037,CC02
C031858,23-04-24,23-04-24 11:00,23-04-24 11:05,5,Billing Question,Call Center,Negative,4,15,Within SLA,TX,Dallas,A061,CC02
C031859,15-10-24,15-10-24 19:00,15-10-24 19:16,16,Payment Issue,Web Form,Neutral,2,15,SLA Violated,CA,Los Angeles,A122,CC04
C031860,13-04-24,13-04-24 19:00,13-04-24 19:19,19,Power Outage,Web Form,Negative,5,15,SLA Violated,NY,New York,A024,CC01
C031861,27-05-24,27-05-24 9:00,27-05-24 9:11,11,Account Cancellation,Call Center,Neutral,4,15,Within SLA,CA,Los Angeles,A129,CC04
C031862,15-02-24,15-02-24 9:00,15-02-24 9:10,10,New Connection,Chatbot,Positive,3,15,Within SLA,TX,Dallas,A036,CC02
C031863,11-12-24,11-12-24 19:00,11-12-24 19:15,15,New Connection,Web Form,Neutral,5,15,Within SLA,NY,New York,A027,CC01
C031864,06-02-24,06-02-24 11:00,06-02-24 11:07,7,New Connection,Call Center,Positive,5,15,Within SLA,NY,New York,A011,CC01
C031865,15-12-24,15-12-24 9:00,15-12-24 9:04,4,Payment Issue,Email,Neutral,3,15,Within SLA,NY,New York,A015,CC01
C031866,26-10-24,26-10-24 18:00,26-10-24 18:01,1,Billing Question,Chatbot,Negative,2,15,Within SLA,NY,New York,A008,CC01
C031867,03-04-24,03-04-24 15:00,03-04-24 15:12,12,Service Issues,Web Form,Negative,2,15,Within SLA,NY,New York,A015,CC01
C031868,06-07-24,06-07-24 15:00,06-07-24 15:16,16,Service Issues,Call Center,Neutral,3,15,SLA Violated,TX,Dallas,A048,CC02
C031869,24-10-24,24-10-24 14:00,24-10-24 14:17,17,Payment Issue,Chatbot,Neutral,3,15,SLA Violated,IL,Chicago,A087,CC03
C031870,20-10-24,20-10-24 19:00,20-10-24 19:19,19,Power Outage,Call Center,Neutral,3,15,SLA Violated,CA,Los Angeles,A131,CC04
C031871,19-06-24,19-06-24 13:00,19-06-24 13:15,15,Power Outage,Call Center,Neutral,4,15,Within SLA,NY,New York,A004,CC01
C031872,25-07-24,25-07-24 17:00,25-07-24 17:15,15,Power Outage,Call Center,Neutral,3,15,Within SLA,NY,New York,A003,CC01
C031873,22-06-24,22-06-24 8:00,22-06-24 8:23,23,Power Outage,Call Center,Negative,5,15,SLA Violated,TX,Dallas,A060,CC02
C031874,26-10-24,26-10-24 8:00,26-10-24 8:05,5,Payment Issue,Call Center,Neutral,4,15,Within SLA,IL,Chicago,A083,CC03
C031875,28-10-24,28-10-24 14:00,28-10-24 14:18,18,Billing Question,Web Form,Positive,3,15,SLA Violated,IL,Chicago,A082,CC03
C031876,28-03-24,28-03-24 15:00,28-03-24 15:16,16,Power Outage,Call Center,Neutral,5,15,SLA Violated,CA,Los Angeles,A113,CC04
C031877,08-10-24,08-10-24 16:00,08-10-24 16:15,15,Service Issues,Call Center,Negative,3,15,Within SLA,CA,Los Angeles,A117,CC04
C031878,09-05-24,09-05-24 18:00,09-05-24 18:15,15,Power Outage,Call Center,Neutral,3,15,Within SLA,NY,New York,A033,CC01
C031879,18-01-24,18-01-24 8:00,18-01-24 8:18,18,Service Issues,Web Form,Negative,3,15,SLA Violated,TX,Dallas,A044,CC02
C031880,31-12-24,31-12-24 19:00,31-12-24 19:04,4,Payment Issue,Call Center,Neutral,4,15,Within SLA,CA,Los Angeles,A129,CC04
C031881,01-03-24,01-03-24 18:00,01-03-24 18:08,8,Account Cancellation,Call Center,Negative,5,15,Within SLA,TX,Dallas,A064,CC02
C031882,17-01-24,17-01-24 16:00,17-01-24 16:02,2,Billing Question,Call Center,Positive,4,15,Within SLA,IL,Chicago,A099,CC03
C031883,17-05-24,17-05-24 9:00,17-05-24 9:11,11,Billing Question,Call Center,Positive,4,15,Within SLA,TX,Dallas,A068,CC02
C031884,19-10-24,19-10-24 13:00,19-10-24 13:04,4,Billing Question,Call Center,Positive,3,15,Within SLA,IL,Chicago,A074,CC03
C031885,13-09-24,13-09-24 10:00,13-09-24 10:18,18,Service Issues,Call Center,Neutral,3,15,SLA Violated,IL,Chicago,A078,CC03
C031886,23-10-24,23-10-24 14:00,23-10-24 14:24,24,Power Outage,Call Center,Neutral,4,15,SLA Violated,IL,Chicago,A105,CC03
C031887,09-01-24,09-01-24 15:00,09-01-24 15:06,6,New Connection,Call Center,Positive,2,15,Within SLA,TX,Dallas,A057,CC02
C031888,22-05-24,22-05-24 12:00,22-05-24 12:14,14,Service Issues,Chatbot,Negative,4,15,Within SLA,NY,New York,A015,CC01
C031889,01-02-24,01-02-24 17:00,01-02-24 17:39,39,Service Issues,Web Form,Negative,2,15,SLA Violated,TX,Dallas,A056,CC02
C031890,16-08-24,16-08-24 11:00,16-08-24 11:18,18,Service Issues,Call Center,Neutral,4,15,SLA Violated,TX,Dallas,A038,CC02
C031891,14-09-24,14-09-24 18:00,14-09-24 18:14,14,Billing Question,Call Center,Negative,5,15,Within SLA,IL,Chicago,A081,CC03
C031892,22-11-24,22-11-24 14:00,22-11-24 14:11,11,Billing Question,Call Center,Negative,5,15,Within SLA,IL,Chicago,A072,CC03
C031893,20-09-24,20-09-24 10:00,20-09-24 10:09,9,Payment Issue,Chatbot,Neutral,5,15,Within SLA,IL,Chicago,A081,CC03
C031894,23-06-24,23-06-24 15:00,23-06-24 15:22,22,Billing Question,Email,Positive,2,15,SLA Violated,CA,Los Angeles,A126,CC04
C031895,12-08-24,12-08-24 13:00,12-08-24 13:01,1,Billing Question,Email,Neutral,5,15,Within SLA,CA,Los Angeles,A136,CC04
C031896,02-11-24,02-11-24 18:00,02-11-24 18:18,18,Service Issues,Call Center,Neutral,4,15,SLA Violated,CA,Los Angeles,A128,CC04
C031897,12-02-24,12-02-24 12:00,12-02-24 12:21,21,Service Issues,Web Form,Negative,5,15,SLA Violated,TX,Dallas,A064,CC02
C031898,03-09-24,03-09-24 8:00,03-09-24 8:22,22,Service Issues,Call Center,Negative,4,15,SLA Violated,TX,Dallas,A064,CC02
C031899,16-05-24,16-05-24 18:00,16-05-24 18:01,1,Billing Question,Call Center,Positive,4,15,Within SLA,TX,Dallas,A039,CC02
C031900,12-12-24,12-12-24 9:00,12-12-24 9:02,2,Billing Question,Call Center,Neutral,4,15,Within SLA,NY,New York,A006,CC01
C031901,30-08-24,30-08-24 19:00,30-08-24 19:20,20,Power Outage,Chatbot,Neutral,4,15,SLA Violated,NY,New York,A005,CC01
C031902,05-11-24,05-11-24 16:00,05-11-24 16:06,6,Payment Issue,Call Center,Neutral,5,15,Within SLA,IL,Chicago,A105,CC03
C031903,06-05-24,06-05-24 16:00,06-05-24 16:12,12,Billing Question,Email,Negative,5,15,Within SLA,NY,New York,A008,CC01
C031904,09-05-24,09-05-24 15:00,09-05-24 15:16,16,Service Issues,Chatbot,Neutral,4,15,SLA Violated,NY,New York,A008,CC01
C031905,13-06-24,13-06-24 15:00,13-06-24 15:13,13,Power Outage,Email,Neutral,5,15,Within SLA,CA,Los Angeles,A127,CC04
C031906,08-02-24,08-02-24 10:00,08-02-24 10:11,11,Billing Question,Call Center,Positive,3,15,Within SLA,TX,Dallas,A066,CC02
C031907,26-12-24,26-12-24 18:00,26-12-24 18:19,19,Account Cancellation,Call Center,Negative,3,15,SLA Violated,CA,Los Angeles,A136,CC04
C031908,29-03-24,29-03-24 18:00,29-03-24 18:21,21,Service Issues,Chatbot,Negative,2,15,SLA Violated,IL,Chicago,A100,CC03
C031909,27-11-24,27-11-24 15:00,27-11-24 15:19,19,Service Issues,Email,Neutral,3,15,SLA Violated,TX,Dallas,A066,CC02
C031910,05-11-24,05-11-24 15:00,05-11-24 15:07,7,Billing Question,Email,Negative,2,15,Within SLA,NY,New York,A010,CC01
C031911,24-10-24,24-10-24 11:00,24-10-24 11:03,3,Billing Question,Call Center,Negative,3,15,Within SLA,NY,New York,A028,CC01
C031912,17-07-24,17-07-24 8:00,17-07-24 8:02,2,Billing Question,Chatbot,Negative,4,15,Within SLA,CA,Los Angeles,A139,CC04
C031913,31-10-24,31-10-24 18:00,31-10-24 18:07,7,Account Cancellation,Call Center,Negative,2,15,Within SLA,TX,Dallas,A044,CC02
C031914,28-12-24,28-12-24 10:00,28-12-24 10:00,0,Billing Question,Call Center,Neutral,5,15,Within SLA,IL,Chicago,A100,CC03
C031915,31-07-24,31-07-24 17:00,31-07-24 17:03,3,Billing Question,Chatbot,Negative,4,15,Within SLA,IL,Chicago,A104,CC03
C031916,30-06-24,30-06-24 10:00,30-06-24 10:24,24,Service Issues,Call Center,Neutral,5,15,SLA Violated,IL,Chicago,A096,CC03
C031917,09-04-24,09-04-24 16:00,09-04-24 16:08,8,Payment Issue,Call Center,Neutral,2,15,Within SLA,TX,Dallas,A042,CC02
C031918,20-09-24,20-09-24 16:00,20-09-24 16:18,18,Power Outage,Email,Neutral,3,15,SLA Violated,TX,Dallas,A041,CC02
C031919,18-09-24,18-09-24 12:00,18-09-24 12:13,13,Power Outage,Call Center,Neutral,4,15,Within SLA,CA,Los Angeles,A107,CC04
C031920,29-09-24,29-09-24 17:00,29-09-24 17:03,3,Billing Question,Call Center,Neutral,2,15,Within SLA,NY,New York,A010,CC01
C031921,01-03-24,01-03-24 16:00,01-03-24 16:24,24,Power Outage,Chatbot,Negative,4,15,SLA Violated,TX,Dallas,A058,CC02
C031922,28-02-24,28-02-24 9:00,28-02-24 9:17,17,Power Outage,Email,Neutral,3,15,SLA Violated,CA,Los Angeles,A108,CC04
C031923,26-01-24,26-01-24 17:00,26-01-24 17:04,4,Billing Question,Chatbot,Positive,3,15,Within SLA,TX,Dallas,A070,CC02
C031924,10-05-24,10-05-24 18:00,10-05-24 18:17,17,Power Outage,Call Center,Negative,2,15,SLA Violated,IL,Chicago,A082,CC03
C031925,15-06-24,15-06-24 17:00,15-06-24 17:14,14,Power Outage,Call Center,Negative,2,15,Within SLA,NY,New York,A028,CC01
C031926,15-05-24,15-05-24 19:00,15-05-24 19:06,6,Billing Question,Chatbot,Neutral,4,15,Within SLA,CA,Los Angeles,A136,CC04
C031927,25-08-24,25-08-24 19:00,25-08-24 19:40,40,Power Outage,Call Center,Neutral,4,15,SLA Violated,IL,Chicago,A075,CC03
C031928,03-03-24,03-03-24 10:00,03-03-24 10:20,20,Power Outage,Call Center,Neutral,4,15,SLA Violated,TX,Dallas,A048,CC02
C031929,10-09-24,10-09-24 19:00,10-09-24 19:12,12,Power Outage,Call Center,Neutral,4,15,Within SLA,IL,Chicago,A073,CC03
C031930,29-03-24,29-03-24 11:00,29-03-24 11:21,21,Power Outage,Call Center,Negative,4,15,SLA Violated,CA,Los Angeles,A127,CC04
C031931,19-10-24,19-10-24 8:00,19-10-24 8:20,20,Service Issues,Chatbot,Neutral,5,15,SLA Violated,CA,Los Angeles,A120,CC04
C031932,24-07-24,24-07-24 16:00,24-07-24 16:06,6,Billing Question,Call Center,Negative,3,15,Within SLA,NY,New York,A002,CC01
C031933,02-10-24,02-10-24 11:00,02-10-24 11:02,2,Account Cancellation,Call Center,Negative,4,15,Within SLA,IL,Chicago,A104,CC03
C031934,25-09-24,25-09-24 16:00,25-09-24 16:20,20,Service Issues,Chatbot,Negative,5,15,SLA Violated,IL,Chicago,A075,CC03
C031935,23-11-24,23-11-24 17:00,23-11-24 17:18,18,Payment Issue,Call Center,Neutral,4,15,SLA Violated,TX,Dallas,A042,CC02
C031936,04-09-24,04-09-24 15:00,04-09-24 15:05,5,New Connection,Call Center,Positive,5,15,Within SLA,CA,Los Angeles,A117,CC04
C031937,07-01-24,07-01-24 11:00,07-01-24 11:17,17,Power Outage,Web Form,Neutral,5,15,SLA Violated,CA,Los Angeles,A107,CC04
C031938,23-08-24,23-08-24 17:00,23-08-24 17:22,22,Power Outage,Web Form,Negative,5,15,SLA Violated,TX,Dallas,A048,CC02
C031939,12-05-24,12-05-24 13:00,12-05-24 13:28,28,Service Issues,Email,Neutral,2,15,SLA Violated,IL,Chicago,A081,CC03
C031940,07-05-24,07-05-24 17:00,07-05-24 17:10,10,New Connection,Chatbot,Positive,4,15,Within SLA,IL,Chicago,A071,CC03
C031941,05-02-24,05-02-24 14:00,05-02-24 14:10,10,Power Outage,Call Center,Neutral,3,15,Within SLA,TX,Dallas,A048,CC02
C031942,15-12-24,15-12-24 17:00,15-12-24 17:25,25,Service Issues,Call Center,Neutral,5,15,SLA Violated,IL,Chicago,A078,CC03
C031943,26-06-24,26-06-24 15:00,26-06-24 15:16,16,New Connection,Call Center,Neutral,3,15,SLA Violated,NY,New York,A026,CC01
C031944,02-12-24,02-12-24 12:00,02-12-24 12:13,13,Power Outage,Email,Neutral,5,15,Within SLA,IL,Chicago,A084,CC03
C031945,07-02-24,07-02-24 19:00,07-02-24 19:14,14,Billing Question,Call Center,Positive,3,15,Within SLA,IL,Chicago,A096,CC03
C031946,02-01-24,02-01-24 11:00,02-01-24 11:02,2,Billing Question,Call Center,Neutral,5,15,Within SLA,IL,Chicago,A101,CC03
C031947,14-07-24,14-07-24 14:00,14-07-24 14:18,18,Billing Question,Call Center,Negative,3,15,SLA Violated,IL,Chicago,A087,CC03
C031948,22-04-24,22-04-24 16:00,22-04-24 16:04,4,Billing Question,Chatbot,Negative,4,15,Within SLA,TX,Dallas,A064,CC02
C031949,26-03-24,26-03-24 16:00,26-03-24 16:08,8,Account Cancellation,Call Center,Negative,5,15,Within SLA,IL,Chicago,A099,CC03
C031950,16-06-24,16-06-24 11:00,16-06-24 11:11,11,Power Outage,Chatbot,Negative,4,15,Within SLA,CA,Los Angeles,A111,CC04
C031951,30-03-24,30-03-24 13:00,30-03-24 13:05,5,Payment Issue,Call Center,Neutral,5,15,Within SLA,TX,Dallas,A067,CC02
C031952,02-11-24,02-11-24 9:00,02-11-24 9:02,2,Account Cancellation,Call Center,Negative,3,15,Within SLA,CA,Los Angeles,A129,CC04
C031953,23-07-24,23-07-24 11:00,23-07-24 11:18,18,Power Outage,Chatbot,Neutral,4,15,SLA Violated,NY,New York,A013,CC01
C031954,03-10-24,03-10-24 9:00,03-10-24 9:11,11,Power Outage,Chatbot,Negative,3,15,Within SLA,NY,New York,A029,CC01
C031955,28-08-24,28-08-24 13:00,28-08-24 13:14,14,Billing Question,Call Center,Positive,3,15,Within SLA,CA,Los Angeles,A137,CC04
C031956,20-06-24,20-06-24 15:00,20-06-24 15:33,33,Service Issues,Web Form,Negative,2,15,SLA Violated,IL,Chicago,A084,CC03
C031957,01-03-24,01-03-24 13:00,01-03-24 13:03,3,Account Cancellation,Call Center,Neutral,4,15,Within SLA,CA,Los Angeles,A133,CC04
C031958,03-03-24,03-03-24 12:00,03-03-24 12:40,40,Power Outage,Call Center,Neutral,4,15,SLA Violated,TX,Dallas,A065,CC02
C031959,16-03-24,16-03-24 11:00,16-03-24 11:23,23,Billing Question,Call Center,Negative,5,15,SLA Violated,CA,Los Angeles,A129,CC04
C031960,06-06-24,06-06-24 10:00,06-06-24 10:00,0,Billing Question,Call Center,Neutral,4,15,Within SLA,CA,Los Angeles,A116,CC04
C031961,28-11-24,28-11-24 17:00,28-11-24 17:02,2,Account Cancellation,Call Center,Negative,3,15,Within SLA,IL,Chicago,A075,CC03
C031962,30-06-24,30-06-24 13:00,30-06-24 13:12,12,Service Issues,Call Center,Neutral,2,15,Within SLA,IL,Chicago,A075,CC03
C031963,17-03-24,17-03-24 10:00,17-03-24 10:11,11,Power Outage,Call Center,Negative,4,15,Within SLA,CA,Los Angeles,A125,CC04
C031964,25-09-24,25-09-24 12:00,25-09-24 12:04,4,Billing Question,Chatbot,Neutral,4,15,Within SLA,TX,Dallas,A070,CC02
C031965,12-05-24,12-05-24 15:00,12-05-24 15:21,21,Service Issues,Call Center,Negative,4,15,SLA Violated,NY,New York,A004,CC01
C031966,11-06-24,11-06-24 11:00,11-06-24 11:07,7,Account Cancellation,Web Form,Negative,3,15,Within SLA,CA,Los Angeles,A130,CC04
C031967,17-06-24,17-06-24 14:00,17-06-24 14:17,17,Service Issues,Call Center,Negative,4,15,SLA Violated,TX,Dallas,A037,CC02
C031968,30-12-24,30-12-24 18:00,30-12-24 18:30,30,Service Issues,Call Center,Negative,3,15,SLA Violated,NY,New York,A034,CC01
C031969,21-10-24,21-10-24 18:00,21-10-24 18:14,14,Power Outage,Chatbot,Negative,5,15,Within SLA,NY,New York,A033,CC01
C031970,03-08-24,03-08-24 16:00,03-08-24 16:04,4,Account Cancellation,Call Center,Negative,3,15,Within SLA,IL,Chicago,A075,CC03
C031971,16-01-24,16-01-24 14:00,16-01-24 14:20,20,Service Issues,Call Center,Neutral,3,15,SLA Violated,CA,Los Angeles,A106,CC04
C031972,09-06-24,09-06-24 16:00,09-06-24 16:15,15,Service Issues,Chatbot,Neutral,3,15,Within SLA,NY,New York,A014,CC01
C031973,15-07-24,15-07-24 8:00,15-07-24 8:25,25,Service Issues,Chatbot,Negative,4,15,SLA Violated,CA,Los Angeles,A137,CC04
C031974,23-02-24,23-02-24 12:00,23-02-24 12:17,17,Billing Question,Chatbot,Negative,4,15,SLA Violated,CA,Los Angeles,A117,CC04
C031975,28-08-24,28-08-24 10:00,28-08-24 10:17,17,Power Outage,Chatbot,Neutral,3,15,SLA Violated,NY,New York,A012,CC01
C031976,26-07-24,26-07-24 8:00,26-07-24 8:10,10,Payment Issue,Chatbot,Neutral,5,15,Within SLA,NY,New York,A033,CC01
C031977,19-05-24,19-05-24 17:00,19-05-24 17:14,14,New Connection,Call Center,Neutral,3,15,Within SLA,NY,New York,A019,CC01
C031978,31-07-24,31-07-24 11:00,31-07-24 11:01,1,Billing Question,Call Center,Positive,5,15,Within SLA,IL,Chicago,A105,CC03
C031979,18-04-24,18-04-24 15:00,18-04-24 15:17,17,Power Outage,Call Center,Neutral,4,15,SLA Violated,NY,New York,A019,CC01
C031980,22-11-24,22-11-24 17:00,22-11-24 17:03,3,Billing Question,Call Center,Negative,5,15,Within SLA,TX,Dallas,A046,CC02
C031981,01-09-24,01-09-24 10:00,01-09-24 10:06,6,Billing Question,Call Center,Negative,5,15,Within SLA,NY,New York,A018,CC01
C031982,21-06-24,21-06-24 18:00,21-06-24 18:08,8,Billing Question,Chatbot,Positive,3,15,Within SLA,NY,New York,A016,CC01
C031983,18-03-24,18-03-24 15:00,18-03-24 15:10,10,Account Cancellation,Call Center,Negative,4,15,Within SLA,NY,New York,A015,CC01
C031984,31-01-24,31-01-24 14:00,31-01-24 14:30,30,Power Outage,Call Center,Neutral,3,15,SLA Violated,TX,Dallas,A054,CC02
C031985,03-04-24,03-04-24 10:00,03-04-24 10:03,3,Billing Question,Call Center,Neutral,5,15,Within SLA,NY,New York,A006,CC01
C031986,27-10-24,27-10-24 14:00,27-10-24 14:04,4,Billing Question,Email,Positive,5,15,Within SLA,CA,Los Angeles,A134,CC04
C031987,27-04-24,27-04-24 17:00,27-04-24 17:11,11,Billing Question,Call Center,Neutral,4,15,Within SLA,TX,Dallas,A064,CC02
C031988,28-06-24,28-06-24 13:00,28-06-24 13:11,11,Billing Question,Call Center,Neutral,3,15,Within SLA,NY,New York,A001,CC01
C031989,11-02-24,11-02-24 14:00,11-02-24 14:21,21,Power Outage,Call Center,Negative,4,15,SLA Violated,NY,New York,A003,CC01
C031990,04-02-24,04-02-24 12:00,04-02-24 12:07,7,Payment Issue,Email,Neutral,4,15,Within SLA,TX,Dallas,A058,CC02
C031991,01-01-24,01-01-24 12:00,01-01-24 12:01,1,Billing Question,Call Center,Neutral,4,15,Within SLA,IL,Chicago,A092,CC03
C031992,15-04-24,15-04-24 14:00,15-04-24 14:15,15,Payment Issue,Call Center,Neutral,4,15,Within SLA,IL,Chicago,A094,CC03
C031993,03-09-24,03-09-24 17:00,03-09-24 17:17,17,Service Issues,Email,Neutral,5,15,SLA Violated,TX,Dallas,A057,CC02
C031994,14-04-24,14-04-24 14:00,14-04-24 14:11,11,New Connection,Chatbot,Positive,4,15,Within SLA,TX,Dallas,A054,CC02
C031995,17-08-24,17-08-24 16:00,17-08-24 16:19,19,Service Issues,Call Center,Neutral,3,15,SLA Violated,CA,Los Angeles,A127,CC04
